tconst	parentTconst	seasonNumber	episodeNumber
tt4286500	tt2139371	3	10
tt4286688	tt1758772	4	8
tt4286740	tt1837642	4	15
tt4287128	tt2262532	2	21
tt4287704	tt2741602	2	11
tt4287776	tt3657654	2	12
tt4288644	tt3501074	1	12
tt4288962	tt4061080	1	1
tt4289316	tt3501074	1	15
tt4289352	tt1578873	5	17
tt4289360	tt1578873	5	18
tt4289362	tt1578873	5	20
tt4289366	tt1578873	5	21
tt4289368	tt1578873	5	22
tt4289376	tt1578873	5	23
tt4289378	tt1578873	5	24
tt4289382	tt1578873	5	25
tt4289564	tt0413573	11	13
tt4290752	tt1826940	4	16
tt4290812	tt0364845	12	11
tt4290866	tt1688779	6	7
tt4292452	tt0460681	10	14
tt4294382	tt2071645	3	8
tt4294820	tt0182576	13	8
tt4294938	tt3398228	2	0
tt4295380	tt0124932	\N	\N
tt4295582	tt0460627	10	13
tt4297416	tt1837576	4	10
tt4301276	tt0262151	8	1
tt4301490	tt2521668	2	2
tt4302496	tt1600194	5	14
tt4302932	tt1828327	4	12
tt4303276	tt1600194	5	15
tt4303550	tt0413573	11	10
tt4303552	tt0413573	11	12
tt4303752	tt2610260	3	40
tt4304566	tt0241383	16	161
tt4307016	tt0085683	1	15
tt4307022	tt0085683	1	16
tt4309358	tt0085683	1	17
tt4310292	tt4155738	1	8
tt4310294	tt4155738	1	9
tt4310574	tt0085683	1	18
tt4311370	tt3577930	1	1
tt4311472	tt3398228	2	1
tt4312034	tt3441810	2	2
tt4312132	tt3501074	1	13
tt4313536	tt2710394	2	15
tt4313792	tt1688779	6	3
tt4313844	tt1688779	6	9
tt4314014	tt0182576	13	9
tt4316118	tt0085683	1	19
tt4317412	tt4135176	1	1
tt4317426	tt4135176	1	2
tt4319670	tt0085683	1	20
tt4320046	tt3604232	1	2
tt4320048	tt3604232	1	3
tt4320052	tt3604232	1	4
tt4320054	tt3604232	1	5
tt4320056	tt3604232	1	6
tt4320058	tt3604232	1	7
tt4320060	tt3604232	1	8
tt4320062	tt3604232	1	9
tt4320064	tt3604232	1	10
tt4320066	tt3604232	1	11
tt4320068	tt3604232	1	12
tt4320070	tt3604232	1	14
tt4320222	tt1405406	6	14
tt4320224	tt1405406	6	15
tt4320234	tt1405406	6	16
tt4320282	tt1105469	3	22
tt4320296	tt1105469	3	19
tt4321250	tt0085683	1	21
tt4321442	tt0085683	1	22
tt4321696	tt1837642	4	14
tt4322192	tt3231286	2	1
tt4322194	tt3231286	2	2
tt4322196	tt3231286	2	3
tt4322198	tt3231286	2	4
tt4322200	tt3231286	2	5
tt4322202	tt3231286	2	8
tt4322204	tt3231286	2	6
tt4322206	tt3231286	2	7
tt4322208	tt3231286	2	9
tt4322210	tt3231286	2	10
tt4322760	tt4303328	1	1
tt4322924	tt1688779	6	10
tt4323002	tt3643016	\N	\N
tt4323186	tt3441810	2	14
tt4323856	tt1520211	6	7
tt4324272	tt4303328	2	5
tt4324622	tt1780441	5	2
tt4325028	tt4322298	1	15
tt4325312	tt0203259	16	12
tt4325410	tt0460627	10	11
tt4327406	tt1600194	5	13
tt4327474	tt1405406	6	12
tt4327476	tt1405406	6	13
tt4327490	tt0413573	11	11
tt4328658	tt0203259	16	13
tt4329538	tt0364845	12	12
tt4330906	tt1888075	4	2
tt4332036	tt1524993	2	1
tt4332094	tt3441810	2	3
tt4332372	tt3441810	2	5
tt4332406	tt3441810	2	6
tt4332430	tt3441810	2	8
tt4332458	tt3441810	2	9
tt4332478	tt3441810	2	10
tt4332492	tt3441810	2	11
tt4332504	tt3441810	2	12
tt4332510	tt1794595	1	32
tt4332516	tt3441810	2	15
tt4332520	tt3441810	2	16
tt4332530	tt3441810	2	17
tt4332552	tt3441810	2	18
tt4333024	tt1826940	4	12
tt4333032	tt2139371	3	11
tt4333228	tt0460681	10	15
tt4334116	tt1839578	4	16
tt4335042	tt1595859	5	12
tt4335142	tt0460627	10	15
tt4337644	tt1720601	5	10
tt4337664	tt1836037	4	2
tt4338012	tt4332474	1	1
tt4338364	tt3560084	1	13
tt4338608	tt4295140	1	5
tt4338616	tt4295140	1	4
tt4340318	tt1595859	5	15
tt4341584	tt1525927	4	2
tt4342690	tt3562366	1	20
tt4343220	tt1780441	5	3
tt4344320	tt0460681	10	12
tt4344332	tt0460681	10	13
tt4345124	tt2071645	3	9
tt4345532	tt3604232	1	13
tt4345922	tt2193021	4	1
tt4346052	tt2632424	3	1
tt4346126	tt3566726	2	1
tt4346194	tt3501074	1	14
tt4346402	tt2071645	3	10
tt4346786	tt2710394	3	1
tt4346788	tt0460681	11	1
tt4346790	tt2661044	3	1
tt4346792	tt3107288	2	1
tt4346796	tt1405406	7	1
tt4350268	tt1888075	4	3
tt4351374	tt1758772	4	9
tt4351754	tt1105469	3	23
tt4351818	tt1828327	4	13
tt4351976	tt3590338	1	1
tt4352438	tt1991564	4	5
tt4354400	tt1688779	6	11
tt4354742	tt2931868	4	2
tt4355076	tt2741602	2	12
tt4355078	tt2931868	2	6
tt4355118	tt2931868	4	3
tt4355122	tt3005648	3	23
tt4355132	tt2931868	3	3
tt4356964	tt2177489	4	11
tt4357020	tt1595859	5	16
tt4357414	tt0182576	13	10
tt4358218	tt2710394	2	16
tt4359300	tt0472954	11	5
tt4359302	tt0472954	12	10
tt4360152	tt4295140	1	3
tt4360158	tt4295140	1	2
tt4360160	tt4295140	1	6
tt4361066	tt1991564	3	24
tt4361068	tt1991564	3	25
tt4361160	tt0460627	10	14
tt4363278	tt1688779	6	12
tt4364266	tt0452046	10	17
tt4364332	tt2543312	2	2
tt4364336	tt2543312	2	3
tt4364356	tt1839578	4	17
tt4364638	tt3412000	2	27
tt4365140	tt0421362	\N	\N
tt4365142	tt0474497	\N	\N
tt4365662	tt1780441	5	4
tt4365740	tt3230780	1	1
tt4365742	tt3230780	1	10
tt4365744	tt3230780	1	2
tt4365750	tt3230780	1	9
tt4365754	tt3230780	1	8
tt4365756	tt3230780	1	3
tt4365912	tt1600194	5	18
tt4366706	tt1837576	4	11
tt4367466	tt1600194	5	16
tt4367526	tt1600194	5	17
tt4367762	tt3230780	1	4
tt4367768	tt3230780	1	5
tt4367770	tt3230780	1	6
tt4367774	tt3230780	1	7
tt4368456	tt1236429	3	1
tt4368480	tt1236429	3	2
tt4368494	tt1236429	3	3
tt4368504	tt1236429	3	4
tt4368510	tt1236429	3	5
tt4368538	tt1236429	3	6
tt4368548	tt1236429	3	7
tt4368564	tt1236429	3	8
tt4369168	tt3040470	3	13
tt4369190	tt3749900	2	1
tt4369300	tt3521854	1	2
tt4369302	tt3521854	1	3
tt4369304	tt3521854	1	4
tt4370224	tt1837642	4	16
tt4371142	tt3749900	2	2
tt4371144	tt3749900	2	3
tt4371148	tt3749900	2	4
tt4371152	tt3749900	2	5
tt4371154	tt3749900	2	6
tt4371156	tt3749900	2	7
tt4371158	tt3749900	2	9
tt4371164	tt3749900	2	10
tt4371166	tt3749900	2	8
tt4371170	tt3749900	2	11
tt4371172	tt3749900	2	12
tt4371174	tt3749900	2	13
tt4371250	tt3749900	2	16
tt4371252	tt3749900	2	15
tt4371254	tt3749900	2	14
tt4371256	tt3749900	2	17
tt4371258	tt3749900	2	18
tt4371262	tt3749900	2	19
tt4371264	tt3749900	2	20
tt4371268	tt1758772	4	10
tt4371270	tt3749900	2	21
tt4371272	tt3749900	2	22
tt4371656	tt1105469	3	15
tt4371692	tt2139371	3	12
tt4372892	tt1888075	4	4
tt4375612	tt1236429	3	9
tt4375616	tt1236429	3	10
tt4375618	tt1236429	3	11
tt4375622	tt1236429	3	12
tt4375654	tt2177489	4	18
tt4377026	tt1837576	4	13
tt4378652	tt2741602	2	13
tt4380274	tt0452046	10	16
tt4380526	tt2177489	4	4
tt4382126	tt0364845	12	13
tt4382290	tt3643016	\N	\N
tt4382826	tt0452046	10	15
tt4383018	tt4295140	1	1
tt4384576	tt0262151	8	2
tt4384860	tt3895150	1	17
tt4385544	tt3339966	2	1
tt4385548	tt3339966	2	13
tt4386212	tt2710394	2	12
tt4386788	tt1780441	5	5
tt4386902	tt1888075	4	5
tt4389966	tt2710394	2	13
tt4390090	tt0182576	13	11
tt4390766	tt2373743	1	10
tt4392164	tt1105469	3	16
tt4392178	tt1105469	3	10
tt4392258	tt3339966	2	2
tt4392348	tt1828327	4	14
tt4392420	tt1837576	4	12
tt4394386	tt1236429	3	13
tt4394390	tt1236429	3	14
tt4394394	tt1236429	3	15
tt4394396	tt1236429	3	16
tt4394398	tt1236429	3	17
tt4394404	tt1236429	3	18
tt4394410	tt1236429	3	19
tt4394416	tt1236429	3	20
tt4394420	tt1236429	3	21
tt4394426	tt1236429	3	22
tt4394428	tt1236429	3	23
tt4394432	tt1236429	3	24
tt4394438	tt1236429	3	25
tt4394440	tt1236429	3	26
tt4396814	tt1837642	4	17
tt4396898	tt3501074	1	17
tt4397064	tt1405406	6	17
tt4398596	tt4390228	1	3
tt4398598	tt4390228	1	4
tt4398600	tt4390228	1	2
tt4398602	tt4390228	1	1
tt4398604	tt4390228	1	8
tt4398606	tt4390228	1	10
tt4398608	tt4390228	1	6
tt4398610	tt4390228	1	9
tt4398612	tt4390228	1	5
tt4398614	tt4390228	1	7
tt4400144	tt0852863	4	29
tt4401592	tt2177489	4	7
tt4402628	tt4135176	1	3
tt4402630	tt4135176	1	4
tt4402632	tt4135176	1	5
tt4402634	tt4135176	1	6
tt4402636	tt4135176	1	7
tt4402638	tt4135176	1	8
tt4402640	tt4135176	1	9
tt4402642	tt4135176	1	10
tt4402644	tt4135176	1	11
tt4402646	tt4135176	1	12
tt4403302	tt3708696	2	2
tt4404780	tt3631504	1	5
tt4405580	tt4269730	1	4
tt4405672	tt3323254	1	1
tt4406370	tt4389974	1	13
tt4410500	tt0364845	12	14
tt4410718	tt2931868	\N	\N
tt4410736	tt2931868	\N	\N
tt4410740	tt2931868	\N	\N
tt4412018	tt0203259	16	15
tt4412054	tt1595859	5	13
tt4412420	tt2177489	4	5
tt4412804	tt1780441	5	6
tt4413268	tt0800381	\N	\N
tt4415216	tt0452046	10	18
tt4416782	tt4155738	1	10
tt4416786	tt4155738	1	11
tt4417118	tt3501074	2	1
tt4417240	tt2177489	4	12
tt4418104	tt3159752	4	1
tt4418112	tt3159752	4	3
tt4418360	tt3531580	1	4
tt4419086	tt3501074	1	16
tt4419156	tt3412000	2	29
tt4419322	tt2710394	2	14
tt4419454	tt1828327	4	15
tt4419540	tt0203259	16	14
tt4421212	tt4371288	1	3
tt4421228	tt1826940	4	19
tt4421738	tt1688779	6	6
tt4422412	tt2543312	2	4
tt4423176	tt1826940	4	14
tt4424842	tt3648822	2	9
tt4424980	tt2817246	2	1
tt4425174	tt2817246	2	13
tt4425192	tt4061080	1	10
tt4425194	tt4061080	2	1
tt4425196	tt4061080	2	12
tt4425314	tt0460627	10	16
tt4426784	tt0364845	12	15
tt4427408	tt1991564	4	17
tt4427866	tt3323254	1	7
tt4427940	tt0460681	10	16
tt4428146	tt2177489	4	6
tt4429538	tt1836037	4	3
tt4429540	tt1836037	4	5
tt4429542	tt1836037	4	4
tt4429552	tt1836037	4	6
tt4429558	tt1836037	4	7
tt4429562	tt1836037	4	8
tt4429568	tt1836037	4	9
tt4430060	tt3323254	1	4
tt4430104	tt0460627	10	12
tt4430626	tt1837576	4	14
tt4432486	tt0203259	16	16
tt4432504	tt0413573	11	16
tt4435016	tt3972824	1	5
tt4435264	tt3467380	1	7
tt4435266	tt3467380	1	3
tt4435268	tt3467380	1	8
tt4435270	tt3467380	1	9
tt4435272	tt3467380	1	11
tt4435274	tt3467380	1	4
tt4435276	tt3467380	1	13
tt4435278	tt3467380	1	5
tt4435280	tt3467380	1	10
tt4435286	tt3467380	2	1
tt4435290	tt3467380	1	6
tt4435292	tt3467380	2	4
tt4435294	tt3467380	2	6
tt4435298	tt3467380	2	2
tt4435302	tt3467380	2	5
tt4435304	tt3467380	1	12
tt4435310	tt3467380	2	3
tt4435314	tt3467380	2	7
tt4435316	tt3467380	2	8
tt4436098	tt2543312	2	10
tt4437720	tt2543312	2	5
tt4440278	tt1888075	4	7
tt4441688	tt0460627	10	17
tt4442046	tt1780441	6	1
tt4442048	tt1780441	7	1
tt4443976	tt0460681	10	17
tt4444336	tt3526078	2	1
tt4444510	tt3521854	1	5
tt4444524	tt3521854	1	6
tt4444526	tt3521854	1	7
tt4448392	tt4438590	1	2
tt4448684	tt1877889	3	17
tt4448692	tt1877889	3	18
tt4448694	tt1877889	3	19
tt4448696	tt1877889	3	21
tt4448698	tt1877889	3	22
tt4448702	tt1877889	3	20
tt4448708	tt1877889	3	23
tt4448712	tt1877889	3	24
tt4448714	tt1877889	3	25
tt4448716	tt1877889	3	26
tt4450710	tt1595859	5	18
tt4451368	tt4004280	1	7
tt4451738	tt1780441	6	10
tt4451740	tt1780441	7	10
tt4451974	tt1780441	5	8
tt4452400	tt1520211	6	2
tt4452918	tt0182576	13	12
tt4454364	tt1839578	4	18
tt4454532	tt2741602	2	14
tt4454686	tt3501074	1	18
tt4455590	tt2931868	\N	\N
tt4457108	tt1828327	4	16
tt4458326	tt1888075	4	8
tt4459846	tt1780441	5	7
tt4460310	tt1839578	4	19
tt4460312	tt1839578	4	20
tt4460808	tt1595859	5	17
tt4462204	tt2439644	1	1
tt4462212	tt2439644	1	2
tt4462274	tt1826940	4	20
tt4462610	tt1595859	5	19
tt4462674	tt3032476	2	2
tt4462676	tt3032476	2	3
tt4462678	tt3032476	2	4
tt4462680	tt3032476	2	6
tt4462682	tt3032476	2	5
tt4462684	tt3032476	2	7
tt4462686	tt3032476	2	8
tt4462688	tt3032476	2	9
tt4462690	tt3032476	2	10
tt4463842	tt1837576	4	15
tt4463844	tt1837576	4	16
tt4463848	tt1837576	4	17
tt4463962	tt0472954	11	6
tt4463970	tt0472954	11	8
tt4463972	tt0472954	11	2
tt4463974	tt0472954	11	1
tt4463976	tt0472954	11	4
tt4463980	tt0472954	11	9
tt4463986	tt0472954	11	10
tt4463990	tt0472954	11	7
tt4463994	tt0472954	12	2
tt4463998	tt0472954	12	3
tt4464000	tt0472954	12	4
tt4464004	tt0472954	12	5
tt4464006	tt0472954	12	6
tt4464054	tt0472954	12	7
tt4464056	tt0472954	12	8
tt4464060	tt0472954	12	9
tt4465020	tt0413573	11	15
tt4467620	tt2427220	3	1
tt4468726	tt2427220	3	12
tt4468870	tt0364845	12	16
tt4469760	tt1780441	5	9
tt4472210	tt2741602	2	15
tt4472386	tt0413573	11	14
tt4472390	tt1600194	5	19
tt4472408	tt3501074	1	19
tt4473890	tt0452046	10	19
tt4474108	tt1828327	4	17
tt4475038	tt2177489	4	8
tt4476836	tt2955402	2	14
tt4478138	tt2392179	1	15
tt4479538	tt1826940	4	17
tt4480742	tt1844624	5	2
tt4480746	tt1844624	5	3
tt4480760	tt1844624	5	4
tt4480766	tt1844624	5	5
tt4480768	tt1844624	5	6
tt4480776	tt1844624	5	7
tt4480778	tt1844624	5	9
tt4480780	tt1844624	5	8
tt4480784	tt1844624	5	10
tt4480792	tt1844624	5	11
tt4480800	tt1844624	5	12
tt4480806	tt1844624	6	2
tt4480832	tt1865769	4	7
tt4480836	tt1865769	4	11
tt4483286	tt0364845	12	17
tt4483502	tt2071645	3	11
tt4484256	tt0262151	8	9
tt4484316	tt3521854	1	8
tt4486686	tt0182576	13	13
tt4488036	tt1780441	5	10
tt4488286	tt1600194	5	23
tt4488496	tt2177489	4	16
tt4488636	tt2710394	2	18
tt4489052	tt1837642	4	18
tt4489154	tt0460627	10	19
tt4489472	tt0460681	10	18
tt4489474	tt0460681	10	19
tt4489476	tt0460681	10	20
tt4489482	tt0460681	10	21
tt4489484	tt0460681	10	22
tt4489486	tt0460681	10	23
tt4490584	tt2177489	4	9
tt4491464	tt3107288	2	2
tt4491502	tt2741602	2	16
tt4491624	tt0413573	11	17
tt4491626	tt0413573	11	18
tt4491696	tt2710394	2	17
tt4491720	tt1405406	6	18
tt4491942	tt3692064	1	6
tt4496100	tt3692064	1	7
tt4498368	tt1856010	4	1
tt4498402	tt1826940	4	18
tt4498790	tt3339966	2	3
tt4498792	tt3339966	2	4
tt4498794	tt3339966	2	5
tt4498796	tt3339966	2	6
tt4499410	tt2521668	2	3
tt4499418	tt2521668	2	4
tt4499420	tt3692064	1	8
tt4499424	tt2521668	2	5
tt4499426	tt2521668	2	6
tt4499430	tt3692064	1	9
tt4499434	tt3692064	1	10
tt4499438	tt2521668	2	7
tt4499444	tt2521668	2	8
tt4500028	tt1843230	4	23
tt4501568	tt2071645	3	12
tt4503086	tt1094229	9	1
tt4503570	tt3339966	2	7
tt4503582	tt3339966	2	8
tt4503596	tt3339966	2	9
tt4503604	tt3339966	2	10
tt4503608	tt3339966	2	11
tt4503610	tt3339966	2	12
tt4503972	tt3643016	\N	\N
tt4504162	tt2322438	3	108
tt4504384	tt2177489	4	10
tt4505498	tt3521854	1	9
tt4505524	tt3521854	1	10
tt4505532	tt1837576	4	18
tt4505548	tt1837576	4	19
tt4505566	tt1837576	4	20
tt4505580	tt1837576	4	21
tt4505586	tt1837576	4	22
tt4506022	tt0262151	11	5
tt4506034	tt0262151	11	9
tt4506054	tt0262151	11	12
tt4506056	tt0262151	11	4
tt4506064	tt0262151	11	7
tt4506078	tt0262151	11	1
tt4506082	tt0262151	11	8
tt4506088	tt0262151	11	6
tt4506096	tt0262151	11	10
tt4506768	tt1837642	4	19
tt4507248	tt2071645	3	13
tt4507282	tt1600194	5	20
tt4507458	tt4498544	2	2
tt4507510	tt0203259	16	17
tt4508160	tt2543312	2	6
tt4509014	tt2136138	2	23
tt4509728	tt2741602	2	17
tt4510740	tt4498544	2	12
tt4511544	tt3501074	1	20
tt4513412	tt3729898	1	1
tt4513594	tt3501074	1	21
tt4513858	tt1828327	4	18
tt4516146	tt0413573	11	19
tt4516230	tt2294189	3	1
tt4516232	tt2294189	3	5
tt4516410	tt1837642	4	20
tt4517556	tt0460627	10	20
tt4519266	tt1405406	6	19
tt4519276	tt1405406	6	20
tt4519278	tt1405406	6	21
tt4519282	tt1405406	6	22
tt4519304	tt2710394	2	20
tt4519314	tt2710394	2	21
tt4519316	tt2710394	2	22
tt4520076	tt0364845	12	18
tt4520776	tt1837642	4	21
tt4520968	tt1758772	4	11
tt4521154	tt0413573	11	20
tt4521328	tt1877368	5	12
tt4521346	tt1877368	5	13
tt4521370	tt1877368	5	14
tt4521388	tt1877368	5	15
tt4522506	tt3590338	1	2
tt4522508	tt3590338	1	3
tt4522510	tt3590338	1	4
tt4522512	tt3590338	1	5
tt4522518	tt3590338	1	6
tt4522520	tt3590338	1	7
tt4522522	tt3590338	1	8
tt4522524	tt3590338	1	9
tt4522526	tt3590338	1	10
tt4522528	tt3590338	1	11
tt4522532	tt3590338	1	12
tt4522534	tt3590338	1	13
tt4522538	tt3590338	1	14
tt4522540	tt3590338	1	15
tt4522542	tt3590338	1	16
tt4522544	tt3590338	1	17
tt4522546	tt3590338	1	18
tt4522548	tt3590338	1	19
tt4522550	tt3590338	1	20
tt4522552	tt3590338	1	21
tt4522554	tt3590338	1	22
tt4522558	tt3590338	1	23
tt4522560	tt3590338	1	24
tt4522562	tt3590338	1	25
tt4522564	tt3590338	1	26
tt4522566	tt3590338	1	27
tt4522568	tt3590338	1	28
tt4522570	tt3590338	1	29
tt4522572	tt3590338	1	30
tt4522574	tt3590338	1	31
tt4522578	tt3590338	1	32
tt4522580	tt3590338	1	33
tt4522586	tt3590338	1	34
tt4522588	tt3590338	1	35
tt4522592	tt3590338	1	36
tt4522594	tt3590338	1	37
tt4522596	tt3590338	1	38
tt4522602	tt3590338	1	39
tt4522870	tt1261356	7	120
tt4523426	tt3089666	1	9
tt4524654	tt0203259	17	1
tt4524996	tt0452046	10	21
tt4524998	tt0452046	10	20
tt4525002	tt0452046	10	22
tt4525014	tt1600194	5	21
tt4527132	tt2741602	2	18
tt4527562	tt0182576	13	14
tt4527626	tt2294189	3	2
tt4527628	tt2294189	3	4
tt4527630	tt2294189	3	3
tt4529676	tt1828327	4	19
tt4529800	tt0203259	16	18
tt4531946	tt3501074	1	22
tt4532188	tt3644816	1	2
tt4532988	tt1839578	4	22
tt4533828	tt2427220	3	7
tt4533842	tt2427220	3	3
tt4534080	tt0460627	10	21
tt4535588	tt3905720	2	4
tt4535824	tt1888075	5	1
tt4536378	tt0364845	12	19
tt4537260	tt1882927	7	10
tt4537454	tt3840030	1	1242
tt4537868	tt2543312	2	7
tt4538072	tt2085059	3	4
tt4540234	tt1839578	4	21
tt4540826	tt0203259	16	19
tt4541240	tt2427220	3	2
tt4543514	tt3846642	1	12
tt4544592	tt1600194	5	22
tt4545840	tt1578873	6	2
tt4546410	tt3412000	2	34
tt4553046	tt0452046	10	23
tt4554028	tt1828327	4	20
tt4554038	tt1828327	4	21
tt4554040	tt1828327	4	22
tt4554088	tt3562366	\N	\N
tt4554092	tt3562366	\N	\N
tt4555034	tt0262151	8	11
tt4555558	tt3551796	1	1
tt4555564	tt3551796	1	2
tt4555566	tt3551796	1	3
tt4555572	tt3551796	1	4
tt4555586	tt3551796	1	5
tt4555894	tt4265496	1	10
tt4557710	tt3643016	\N	\N
tt4558528	tt3205802	2	1
tt4558746	tt2699588	1	11
tt4558752	tt2699588	1	13
tt4558774	tt2699588	1	14
tt4558790	tt2699588	1	16
tt4558792	tt2699588	1	17
tt4558796	tt2699588	1	20
tt4558800	tt2699588	1	21
tt4558802	tt2699588	1	23
tt4558806	tt2699588	1	24
tt4558812	tt2699588	1	26
tt4558816	tt2699588	1	28
tt4558818	tt2699588	1	29
tt4558828	tt2699588	1	32
tt4558834	tt2699588	1	33
tt4558836	tt2699588	1	35
tt4558840	tt2699588	1	37
tt4558848	tt2699588	1	39
tt4558970	tt2741602	2	20
tt4559126	tt2286556	4	9
tt4559180	tt0460627	10	18
tt4559758	tt3551796	1	9
tt4559766	tt3551796	1	10
tt4559768	tt3551796	1	11
tt4559778	tt3551796	1	12
tt4562618	tt2427220	3	11
tt4562990	tt1600194	5	24
tt4563152	tt2710394	2	19
tt4563402	tt2444170	2	9
tt4563548	tt4034506	2	7
tt4566486	tt0247882	7	12
tt4568392	tt1826940	4	22
tt4568398	tt1826940	4	21
tt4568418	tt1826940	5	1
tt4568440	tt1826940	5	4
tt4568616	tt2543312	2	8
tt4569076	tt2543312	2	9
tt4572004	tt3520702	2	1
tt4572928	tt2022713	3	11
tt4573232	tt0364845	12	20
tt4573234	tt0364845	12	21
tt4573238	tt0364845	12	22
tt4573240	tt0364845	12	23
tt4573242	tt0364845	12	24
tt4574090	tt0800381	\N	\N
tt4575198	tt3612510	6	4
tt4575388	tt1520211	6	9
tt4575902	tt1578873	6	3
tt4575904	tt1578873	6	4
tt4575908	tt1578873	6	5
tt4575914	tt1578873	6	6
tt4575918	tt1578873	6	7
tt4575922	tt1578873	6	9
tt4575924	tt1578873	6	10
tt4576022	tt2022713	3	12
tt4576024	tt2022713	3	13
tt4576730	tt2427220	3	4
tt4578448	tt2741602	2	21
tt4578450	tt2741602	2	22
tt4578464	tt2741602	2	19
tt4578466	tt2741602	3	1
tt4580730	tt1600194	5	25
tt4586310	tt1826940	5	3
tt4586442	tt2674484	3	18
tt4586936	tt1595859	5	20
tt4589038	tt1843230	4	9
tt4589566	tt1520211	6	8
tt4589574	tt1520211	6	16
tt4590986	tt2262532	3	1
tt4592038	tt1837576	5	2
tt4593118	tt4574334	1	1
tt4593122	tt4574334	1	2
tt4593124	tt4574334	1	4
tt4593126	tt4574334	1	3
tt4593128	tt4574334	1	5
tt4593132	tt4574334	1	6
tt4593134	tt4574334	1	7
tt4593138	tt4574334	1	8
tt4593472	tt1837642	4	22
tt4593474	tt1837642	4	23
tt4594992	tt3807022	1	6
tt4595066	tt0262151	8	7
tt4595322	tt0262151	8	10
tt4596174	tt4576266	1	1
tt4596276	tt0203259	16	20
tt4596286	tt0262151	17	1
tt4596520	tt0182576	13	15
tt4596522	tt0182576	13	16
tt4596524	tt0182576	13	17
tt4598128	tt2139371	3	18
tt4599010	tt3376764	4	3
tt4599426	tt2136138	3	18
tt4599534	tt0413573	11	21
tt4599536	tt0413573	11	22
tt4601188	tt3551796	1	6
tt4601204	tt3551796	1	7
tt4601208	tt3551796	1	8
tt4601786	tt3562366	1	7
tt4601844	tt3562366	1	8
tt4601852	tt3562366	1	9
tt4601860	tt3562366	1	10
tt4601864	tt3562366	1	11
tt4601870	tt3562366	1	12
tt4601888	tt3562366	1	13
tt4601892	tt3562366	1	14
tt4601904	tt3562366	1	15
tt4601910	tt3562366	1	16
tt4601914	tt3562366	1	17
tt4601922	tt3562366	1	18
tt4601928	tt3562366	1	19
tt4604606	tt3824086	1	2
tt4604694	tt2136138	3	24
tt4605240	tt1884856	2	22
tt4605242	tt1884856	2	21
tt4605244	tt1884856	2	20
tt4605246	tt1884856	2	19
tt4605248	tt1884856	2	23
tt4607314	tt4577466	1	2
tt4608606	tt1758772	4	12
tt4610350	tt0305094	1	20
tt4611774	tt2139371	3	13
tt4611778	tt2139371	3	14
tt4611790	tt2139371	3	15
tt4611796	tt2139371	3	16
tt4611840	tt2139371	3	17
tt4611844	tt2139371	3	19
tt4611846	tt2139371	3	20
tt4611880	tt4592410	1	1
tt4612424	tt2262532	3	2
tt4613814	tt3519246	1	3
tt4614756	tt0203259	16	21
tt4614960	tt1595859	5	21
tt4617322	tt1595859	5	22
tt4617332	tt4592410	1	2
tt4617334	tt4592410	1	3
tt4617338	tt4592410	1	4
tt4617340	tt4592410	1	5
tt4617342	tt4592410	1	6
tt4617346	tt4592410	1	7
tt4617348	tt4592410	1	9
tt4617350	tt4592410	1	8
tt4617352	tt4592410	1	10
tt4617354	tt4592410	1	11
tt4620044	tt0413573	11	24
tt4623118	tt2262532	3	3
tt4624426	tt1991564	4	19
tt4624430	tt1991564	4	20
tt4625200	tt1826940	5	2
tt4625304	tt0449545	8	5
tt4625398	tt3986586	1	1
tt4625790	tt2931868	\N	\N
tt4625796	tt2931868	\N	\N
tt4625798	tt2931868	\N	\N
tt4627120	tt4307902	1	1
tt4629938	tt4622118	1	11
tt4630110	tt2203143	2	5
tt4630394	tt2071645	3	14
tt4630396	tt2071645	3	15
tt4631460	tt3270208	1	1
tt4631464	tt3270208	1	4
tt4631466	tt3270208	1	5
tt4631468	tt3270208	1	2
tt4631470	tt3270208	1	12
tt4631472	tt3270208	1	6
tt4631474	tt3270208	1	15
tt4631476	tt3270208	1	8
tt4631478	tt3270208	1	7
tt4631482	tt3270208	1	9
tt4631484	tt3270208	1	20
tt4631486	tt3270208	1	17
tt4631490	tt3270208	1	19
tt4631492	tt3270208	1	10
tt4631494	tt3270208	1	18
tt4631496	tt3270208	1	21
tt4631498	tt3270208	1	16
tt4631500	tt3270208	1	22
tt4631502	tt3270208	1	11
tt4631504	tt3270208	1	3
tt4631506	tt3270208	1	26
tt4631508	tt3270208	1	25
tt4631510	tt3270208	1	13
tt4631512	tt3270208	1	14
tt4631514	tt3270208	1	23
tt4631516	tt3270208	1	24
tt4632544	tt0872309	1	16
tt4635088	tt0203259	16	22
tt4635246	tt2203143	2	2
tt4635442	tt2245959	3	6
tt4637766	tt2139371	3	21
tt4638176	tt0413573	11	25
tt4642824	tt4061080	1	2
tt4644262	tt1758772	4	13
tt4644706	tt2139371	3	22
tt4644878	tt3686652	2	4
tt4645014	tt4591680	1	1
tt4645280	tt2372162	4	1
tt4647456	tt1794595	2	35
tt4648340	tt3807022	1	7
tt4648362	tt3807022	1	8
tt4648366	tt3807022	1	9
tt4648374	tt3807022	1	10
tt4649812	tt1794595	2	33
tt4651684	tt1991564	4	25
tt4653218	tt2427220	3	5
tt4653454	tt2644032	7	1
tt4653518	tt2644032	7	2
tt4653920	tt0203259	16	23
